,Company,Model,Price,Year,Kilometer,Transmission,Location,Color,Owner,Seller Type,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Base Model,Car Age,Age Segment,Price Segment,Engine CC,Max Power,Fuel_Diesel,Fuel_Hybrid,Fuel_LPG,Fuel_Petrol,Fuel_Petrol+CNG
386,Mercedes-Benz,GLS 350 d,8500000,2019,13000,2,Mumbai,White,1.0,Individual,620.0,AWD,5130.0,1934.0,1850.0,7.0,100.0,Gls 350,6,New,High Range,2987,255.0,1,0,0,0,0
387,Audi,RS5 4.2 Coupe,2900000,2011,56000,2,Pune,Red,3.0,Individual,430.0,AWD,4649.0,1860.0,1366.0,5.0,64.0,Rs5 4.2,14,Old,Low to Mid Range,4163,444.0,0,0,0,1,0
388,Mercedes-Benz,GLC 220 d Progressive,4550000,2018,45000,2,Mumbai,Grey,1.0,Individual,400.0,AWD,4656.0,1890.0,1639.0,5.0,66.0,Glc 220,7,Mid-Age,Low to Mid Range,2143,168.0,1,0,0,0,0
389,Skoda,Superb L&K TDI AT,2500000,2017,82900,2,Coimbatore,Brown,1.0,Individual,350.0,FWD,4861.0,1864.0,1483.0,5.0,66.0,Superb L&K,8,Mid-Age,Low to Mid Range,1968,174.0,1,0,0,0,0
390,Maruti Suzuki,Alto 800 Lxi CNG,249000,2014,56843,1,Navi Mumbai,White,2.0,Individual,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,Alto 800,11,Mid-Age,Low to Mid Range,796,47.0,0,0,0,0,0
391,Ford,Figo Duratec Petrol Titanium 1.2,270000,2015,64000,1,Pune,Grey,1.0,Individual,102.0,FWD,3795.0,1680.0,1427.0,5.0,45.0,Figo Duratec,10,Mid-Age,Low to Mid Range,1196,70.0,0,0,0,1,0
392,Maruti Suzuki,DZire VXi AMT,825000,2019,9644,2,Pune,Blue,1.0,Individual,113.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,Dzire Vxi,6,New,Low to Mid Range,1197,82.0,0,0,0,1,0
393,Maruti Suzuki,Celerio ZXi (O) AMT [2019-2020],425000,2017,41624,2,Pune,White,2.0,Individual,90.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,Celerio Zxi,8,Mid-Age,Low to Mid Range,998,67.0,0,0,0,1,0
394,Hyundai,Grand i10 Sportz U2 1.2 CRDi,459999,2016,82844,1,Hyderabad,Grey,1.0,Individual,190.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,9,Mid-Age,Low to Mid Range,1186,74.0,1,0,0,0,0
395,Mercedes-Benz,E-Class E250 Elegance,980000,2011,78000,2,Ludhiana,White,2.0,Individual,245.0,RWD,4868.0,1854.0,1471.0,5.0,80.0,E-Class E250,14,Old,Low to Mid Range,2497,204.0,0,0,0,1,0
396,Renault,Duster RXL Petrol,789000,2017,60444,1,Bangalore,Red,1.0,Individual,142.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,Duster Rxl,8,Mid-Age,Low to Mid Range,1498,105.0,0,0,0,1,0
397,BMW,3-Series 330i M Sport Edition,5100000,2022,6000,2,Raipur,White,1.0,Individual,350.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,3-Series 330I,3,New,High Range,1998,248.0,0,0,0,1,0
398,Mahindra,Scorpio S10,775000,2014,125000,1,Lucknow,White,1.0,Individual,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0,Scorpio S10,11,Mid-Age,Low to Mid Range,2179,120.0,1,0,0,0,0
399,Hyundai,Creta 1.6 SX Plus AT Petrol,1400000,2019,13000,2,Mumbai,White,1.0,Individual,154.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,Creta 1.6,6,New,Low to Mid Range,1591,122.0,0,0,0,1,0
400,Maruti Suzuki,Ertiga VDi,770000,2015,112000,1,Chennai,Gold,1.0,Individual,200.0,FWD,4265.0,1695.0,1685.0,7.0,45.0,Ertiga Vdi,10,Mid-Age,Low to Mid Range,1248,89.0,1,0,0,0,0
401,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],450000,2016,53300,1,Pune,Maroon,1.0,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,9,Mid-Age,Low to Mid Range,1197,81.0,0,0,0,1,0
402,Honda,City SV,840000,2019,34000,1,Delhi,White,1.0,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City Sv,6,New,Low to Mid Range,1497,117.0,0,0,0,1,0
403,Mercedes-Benz,S-Class Maybach S 560,18500000,2021,21000,2,Gurgaon,Black,1.0,Individual,700.0,RWD,5462.0,1899.0,1498.0,4.0,70.0,S-Class Maybach,4,New,Luxury,3982,463.0,0,0,0,1,0
404,Land Rover,Evoque HSE Dynamic,4000000,2017,25500,2,Pune,White,2.0,Individual,430.0,AWD,4360.0,2120.0,1635.0,5.0,57.0,Evoque Hse,8,Mid-Age,Low to Mid Range,1999,177.0,1,0,0,0,0
405,Mahindra,XUV500 W8 1.99 [2016-2017],690000,2015,157662,1,Jaipur,Silver,2.0,Individual,320.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,Xuv500 W8,10,Mid-Age,Low to Mid Range,1997,138.0,1,0,0,0,0
406,Mercedes-Benz,CLA 200 D Urban Sport,2800000,2018,20000,2,Mumbai,Red,1.0,Individual,300.0,FWD,4630.0,1777.0,1432.0,5.0,56.0,Cla 200,7,Mid-Age,Low to Mid Range,2143,136.0,1,0,0,0,0
407,Hyundai,Xcent SX 1.1 CRDi,525000,2018,78900,1,Vadodara,Silver,1.0,Individual,160.0,FWD,3995.0,1660.0,1520.0,5.0,43.0,Xcent Sx,7,Mid-Age,Low to Mid Range,1120,71.0,1,0,0,0,0
408,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],7780000,2022,11000,2,Delhi,Black,1.0,Individual,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,E-Class E,3,New,High Range,1950,192.0,1,0,0,0,0
409,Tata,Hexa XTA 4x2 7 STR,1200000,2017,95785,2,Hyderabad,Blue,1.0,Individual,400.0,RWD,4788.0,1903.0,1791.0,7.0,60.0,Hexa Xta,8,Mid-Age,Low to Mid Range,2179,154.0,1,0,0,0,0
410,Ford,Ecosport Titanium 1.5L TDCi,620000,2017,92000,1,Agra,Brown,1.0,Individual,205.0,FWD,3998.0,1765.0,1647.0,5.0,52.0,Ecosport Titanium,8,Mid-Age,Low to Mid Range,1498,99.0,1,0,0,0,0
411,Jaguar,F-Pace Prestige,5200000,2019,43000,2,Delhi,Black,1.0,Individual,430.0,AWD,4731.0,2071.0,1651.0,5.0,82.0,F-Pace Prestige,6,New,High Range,1999,177.0,1,0,0,0,0
412,Mercedes-Benz,CLA 200 CDI Sport,1998999,2017,39328,2,Kolkata,Silver,1.0,Individual,300.0,FWD,4630.0,1777.0,1432.0,5.0,56.0,Cla 200,8,Mid-Age,Low to Mid Range,2143,134.0,1,0,0,0,0
413,Toyota,Innova 2.4 ZX AT 7 STR,2725000,2020,18625,2,Mumbai,Bronze,1.0,Individual,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova 2.4,5,New,Low to Mid Range,2393,148.0,1,0,0,0,0
414,Maruti Suzuki,Swift VXi [2014-2017],590000,2019,26000,1,Lucknow,Blue,1.0,Individual,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Vxi,6,New,Low to Mid Range,1197,83.0,0,0,0,1,0
415,MINI,Countryman Cooper D,1489000,2014,81000,2,Panvel,Purple,2.0,Individual,270.0,FWD,4097.0,1789.0,1561.0,5.0,47.0,Countryman Cooper,11,Mid-Age,Low to Mid Range,1995,112.0,1,0,0,0,0
416,Maruti Suzuki,DZire ZDi Plus AMT,685000,2018,92000,2,Ludhiana,White,1.0,Individual,190.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,Dzire Zdi,7,Mid-Age,Low to Mid Range,1248,74.0,1,0,0,0,0
417,Mahindra,Scorpio S3 2WD 7 STR,1121000,2019,38000,1,Patna,White,1.0,Individual,200.0,RWD,4456.0,1820.0,1930.0,7.0,60.0,Scorpio S3,6,New,Low to Mid Range,2523,75.0,1,0,0,0,0
418,Maruti Suzuki,Wagon R VXI,545000,2019,10340,1,Delhi,White,1.0,Individual,90.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,Wagon R,6,New,Low to Mid Range,998,67.0,0,0,0,1,0
419,Audi,Q3 2.0 TDI quattro Premium,1350000,2015,47706,2,Ranchi,Black,1.0,Individual,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,Q3 2.0,10,Mid-Age,Low to Mid Range,1968,174.0,1,0,0,0,0
420,Maruti Suzuki,XL6 Alpha MT Petrol,1299000,2021,13400,1,Mysore,White,1.0,Individual,138.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,Xl6 Alpha,4,New,Low to Mid Range,1462,103.0,0,0,0,1,0
421,Ford,Aspire Titanium1.5 TDCi,450000,2016,44613,1,Ranchi,Silver,1.0,Individual,215.0,FWD,3995.0,1695.0,1525.0,5.0,40.0,Aspire Titanium1.5,9,Mid-Age,Low to Mid Range,1498,99.0,1,0,0,0,0
422,Porsche,718 Cayman [2017-2020],9000000,2017,7000,2,Faridabad,Red,1.0,Individual,380.0,RWD,4379.0,1801.0,1295.0,2.0,54.0,718 Cayman,8,Mid-Age,High Range,1988,295.0,0,0,0,1,0
423,Maruti Suzuki,Swift VXi [2014-2017],550000,2019,29000,1,Kolkata,Grey,1.0,Individual,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Vxi,6,New,Low to Mid Range,1197,83.0,0,0,0,1,0
424,BMW,3-Series 320d Luxury Line,4390000,2020,23000,2,Mumbai,White,1.0,Corporate,400.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,3-Series 320D,5,New,Low to Mid Range,1995,188.0,1,0,0,0,0
425,Maruti Suzuki,Wagon R LXI CNG (O),445000,2015,67580,1,Pune,White,1.0,Individual,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,Wagon R,10,Mid-Age,Low to Mid Range,998,58.0,0,0,0,0,0
426,Hyundai,Verna 1.6 VTVT S,495000,2015,42000,1,Kolkata,Red,1.0,Individual,155.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,Verna 1.6,10,Mid-Age,Low to Mid Range,1591,121.0,0,0,0,1,0
427,Hyundai,Eon 1.0 Kappa Magna AirBag,360000,2015,16205,1,Pune,White,1.0,Individual,94.0,FWD,3515.0,1550.0,1510.0,5.0,32.0,Eon 1.0,10,Mid-Age,Low to Mid Range,998,68.0,0,0,0,1,0
428,Maruti Suzuki,Grand Vitara 2015 2.0 AT,345000,2007,92000,2,Mohali,Black,3.0,Individual,170.0,AWD,4470.0,1810.0,1695.0,5.0,66.0,Grand Vitara,18,Not for Re-Sale,Low to Mid Range,1995,120.0,0,0,0,1,0
429,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],565000,2016,29000,2,Mumbai,Silver,1.0,Individual,112.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,9,Mid-Age,Low to Mid Range,1197,79.0,0,0,0,1,0
430,Mercedes-Benz,GLE 300d 4MATIC LWB,9390000,2022,14000,2,Delhi,White,1.0,Individual,500.0,AWD,4924.0,2157.0,1772.0,5.0,93.0,Gle 300D,3,New,High Range,1950,241.0,1,0,0,0,0
431,Mahindra,TUV300 T8 AMT mHAWK100,615000,2017,69000,2,Delhi,Black,1.0,Individual,240.0,RWD,3995.0,1835.0,1839.0,7.0,60.0,Tuv300 T8,8,Mid-Age,Low to Mid Range,1493,100.0,1,0,0,0,0
432,Honda,City V Diesel,525000,2015,114635,1,Kolkata,Grey,1.0,Individual,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City V,10,Mid-Age,Low to Mid Range,1498,99.0,1,0,0,0,0
433,BMW,X1 sDrive20d xLine,2650000,2018,50000,2,Delhi,Blue,2.0,Individual,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,X1 Sdrive20D,7,Mid-Age,Low to Mid Range,1995,184.0,1,0,0,0,0
434,BMW,X1 sDrive20d xLine,3785000,2019,29221,2,Bangalore,Blue,1.0,Individual,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,X1 Sdrive20D,6,New,Low to Mid Range,1995,184.0,1,0,0,0,0
435,Audi,A6 2.0 TDI Premium,1175000,2012,77000,2,Mumbai,Blue,2.0,Individual,380.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,A6 2.0,13,Old,Low to Mid Range,1968,177.0,1,0,0,0,0
436,Mercedes-Benz,GLC 220d 4MATIC Progressive,6400000,2022,5500,2,Hyderabad,White,,Individual,400.0,AWD,4658.0,1890.0,1644.0,5.0,66.0,Glc 220D,3,New,High Range,1950,192.0,1,0,0,0,0
437,BMW,3-Series 320d Sport Line,1450000,2013,70000,2,Mumbai,Blue,2.0,Individual,380.0,RWD,4624.0,2031.0,1429.0,5.0,60.0,3-Series 320D,12,Old,Low to Mid Range,1995,184.0,1,0,0,0,0
438,Honda,City VX CVT Petrol,1390000,2022,32000,2,Delhi,Brown,1.0,Individual,145.0,FWD,4549.0,1748.0,1489.0,5.0,40.0,City Vx,3,New,Low to Mid Range,1498,119.0,0,0,0,1,0
439,Ferrari,488 GTB,35000000,2018,9500,2,Delhi,Black,1.0,Individual,760.0,RWD,4568.0,1952.0,1213.0,2.0,78.0,488 Gtb,7,Mid-Age,Luxury,3902,660.0,0,0,0,1,0
440,Volkswagen,Tiguan Highline TDI,2990000,2020,17904,2,Mumbai,White,1.0,Individual,340.0,AWD,4486.0,1839.0,1672.0,5.0,71.0,Tiguan Highline,5,New,Low to Mid Range,1968,141.0,1,0,0,0,0
441,Land Rover,Evoque Pure SD4,2150000,2012,95000,2,Coimbatore,White,1.0,Individual,420.0,AWD,4355.0,2120.0,1635.0,5.0,57.0,Evoque Pure,13,Old,Low to Mid Range,2179,190.0,1,0,0,0,0
442,Mercedes-Benz,GLE 43 4MATIC [2017-2019],8500000,2018,25275,2,Hyderabad,Black,1.0,Individual,520.0,AWD,4891.0,2003.0,1719.0,5.0,93.0,Gle 43,7,Mid-Age,High Range,2996,362.0,0,0,0,1,0
443,Maruti Suzuki,Wagon R LXI CNG,400000,2016,67850,1,Mumbai,Red,1.0,Individual,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,Wagon R,9,Mid-Age,Low to Mid Range,998,58.0,0,0,0,0,0
444,Tata,Nano Base,49000,2010,60000,1,Gurgaon,White,1.0,Individual,48.0,RWD,3099.0,1495.0,1652.0,4.0,15.0,Nano Base,15,Old,Very Low,624,35.0,0,0,0,1,0
445,Maruti Suzuki,Swift VDi,610000,2017,105000,1,Pune,Silver,1.0,Corporate,190.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Vdi,8,Mid-Age,Low to Mid Range,1248,74.0,1,0,0,0,0
446,Hyundai,Creta SX 1.6 AT Petrol,1075000,2019,45000,2,Raipur,White,1.0,Individual,151.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,Creta Sx,6,New,Low to Mid Range,1591,122.0,0,0,0,1,0
447,Mercedes-Benz,E-Class E 220 d Avantgarde,7500000,2021,8000,2,Bangalore,White,1.0,Individual,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,E-Class E,4,New,High Range,1950,192.0,1,0,0,0,0
448,Toyota,Corolla Altis G AT Petrol,1321000,2018,38000,2,Mumbai,Gold,1.0,Corporate,173.0,FWD,4620.0,1775.0,1475.0,5.0,55.0,Corolla Altis,7,Mid-Age,Low to Mid Range,1798,138.0,0,0,0,1,0
449,Maruti Suzuki,S-Cross Zeta 1.3,950000,2020,55055,1,Ludhiana,White,1.0,Individual,200.0,FWD,4300.0,1785.0,1595.0,5.0,48.0,S-Cross Zeta,5,New,Low to Mid Range,1248,89.0,1,0,0,0,0
450,Maruti Suzuki,Baleno Zeta 1.2,825000,2021,22000,1,Raipur,Blue,1.0,Individual,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,Baleno Zeta,4,New,Low to Mid Range,1197,83.0,0,0,0,1,0
451,Mitsubishi,Pajero 2.5 MT,1300000,2013,95000,1,Bangalore,Blue,2.0,Individual,400.0,AWD,4695.0,1815.0,1840.0,7.0,70.0,Pajero 2.5,12,Old,Low to Mid Range,2477,176.0,1,0,0,0,0
452,Maruti Suzuki,Swift ZXi,465000,2014,25704,1,Mumbai,Red,1.0,Individual,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,Swift Zxi,11,Mid-Age,Low to Mid Range,1197,85.0,0,0,0,1,0
453,Maruti Suzuki,Swift DZire VDI,475000,2016,55353,1,Kanpur,Grey,2.0,Individual,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,9,Mid-Age,Low to Mid Range,1248,74.0,1,0,0,0,0
454,Audi,Q3 35 TDI Premium,1775000,2015,80000,2,Chennai,Silver,1.0,Individual,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,Q3 35,10,Mid-Age,Low to Mid Range,1968,174.0,1,0,0,0,0
455,Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,825000,2018,62000,2,Faridabad,Brown,1.0,Corporate,175.0,FWD,4390.0,1699.0,1467.0,5.0,55.0,Vento Highline,7,Mid-Age,Low to Mid Range,1197,103.0,0,0,0,1,0
456,Ford,Endeavour Titanium 3.2 4x4 AT,3450000,2019,41526,2,Coimbatore,Silver,1.0,Individual,470.0,AWD,4892.0,1860.0,1837.0,7.0,80.0,Endeavour Titanium,6,New,Low to Mid Range,3198,197.0,1,0,0,0,0
457,Tata,Tiago Revotron XT [2016-2019],379000,2018,29434,1,Kolkata,Silver,2.0,Individual,140.0,FWD,3746.0,1647.0,1535.0,5.0,35.0,Tiago Revotron,7,Mid-Age,Low to Mid Range,1047,69.0,0,0,0,1,0
458,Datsun,Go D,240000,2017,42000,1,Lucknow,White,1.0,Individual,104.0,FWD,3785.0,1635.0,1485.0,5.0,35.0,Go D,8,Mid-Age,Low to Mid Range,1198,67.0,0,0,0,1,0
459,Kia,Seltos HTK Plus 1.5 [2019-2020],1525000,2021,14000,1,Delhi,Black,1.0,Individual,144.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,Seltos Htk,4,New,Low to Mid Range,1497,114.0,0,0,0,1,0
460,BMW,3-Series 320d Sport Line,1400000,2014,35000,2,Kolkata,Brown,1.0,Individual,380.0,RWD,4624.0,2031.0,1429.0,5.0,60.0,3-Series 320D,11,Mid-Age,Low to Mid Range,1995,184.0,1,0,0,0,0
461,Mercedes-Benz,GLA 200 d Sport,2450000,2018,61000,2,Mumbai,Gold,2.0,Individual,300.0,FWD,4424.0,1804.0,1494.0,5.0,50.0,Gla 200,7,Mid-Age,Low to Mid Range,2143,134.0,1,0,0,0,0
462,Mercedes-Benz,GLA 200 CDI Sport,1789999,2015,45000,2,Lucknow,White,1.0,Individual,300.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,Gla 200,10,Mid-Age,Low to Mid Range,2143,134.0,1,0,0,0,0
463,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],4275000,2019,31000,2,Delhi,Blue,1.0,Individual,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,C-Class C,6,New,Low to Mid Range,1950,192.0,1,0,0,0,0
464,Hyundai,Elite i20 Sportz 1.2 MT,775000,2020,39000,1,Mumbai,White,1.0,Individual,115.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,Elite I20,5,New,Low to Mid Range,1197,82.0,0,0,0,1,0
465,Maruti Suzuki,Estilo VXi BS-IV,229999,2012,52000,1,Pune,White,1.0,Individual,90.0,FWD,3600.0,1495.0,1595.0,5.0,35.0,Estilo Vxi,13,Old,Low to Mid Range,998,67.0,0,0,0,1,0
466,Hyundai,Eon Era +,300000,2018,51000,1,Kanpur,White,1.0,Individual,75.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,Eon Era,7,Mid-Age,Low to Mid Range,814,55.0,0,0,0,1,0
467,Maruti Suzuki,Alto VXi (O) [2014-2019],160000,2011,72000,1,Kanpur,Silver,1.0,Individual,90.0,FWD,3545.0,1490.0,1475.0,5.0,35.0,Alto Vxi,14,Old,Low to Mid Range,998,67.0,0,0,0,1,0
468,Mercedes-Benz,GLE 300d 4MATIC LWB,8300000,2020,50000,2,Navi Mumbai,White,1.0,Individual,500.0,AWD,4924.0,2157.0,1772.0,5.0,93.0,Gle 300D,5,New,High Range,1950,241.0,1,0,0,0,0
469,Audi,Q3 35 TDI Premium + Sunroof,1685000,2016,80251,2,Delhi,Blue,2.0,Individual,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,Q3 35,9,Mid-Age,Low to Mid Range,1968,174.0,1,0,0,0,0
470,Hyundai,i10 Sportz 1.2,270000,2010,86000,1,Chennai,Grey,2.0,Individual,111.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,I10 Sportz,15,Old,Low to Mid Range,1197,80.0,0,0,0,1,0
471,Maruti Suzuki,Alto 800 Lxi,210000,2014,42505,1,Purnea,Red,1.0,Individual,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,Alto 800,11,Mid-Age,Low to Mid Range,796,47.0,0,0,0,1,0
472,Hyundai,Elite i20 Asta 1.2,625000,2017,42000,1,Patna,Silver,1.0,Individual,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,Elite I20,8,Mid-Age,Low to Mid Range,1197,82.0,0,0,0,1,0
473,BMW,7-Series 730Ld M Sport,6900000,2017,42200,2,Mumbai,Black,1.0,Individual,620.0,RWD,5219.0,1902.0,1481.0,4.0,78.0,7-Series 730Ld,8,Mid-Age,High Range,2993,262.0,1,0,0,0,0
474,Kia,Seltos GTX Plus AT 1.4 [2019-2020],1490000,2019,57600,2,Chennai,White,1.0,Individual,242.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,Seltos Gtx,6,New,Low to Mid Range,1353,138.0,0,0,0,1,0
475,Mahindra,XUV500 W7 [2018-2020],1095000,2018,57000,1,Lucknow,Black,1.0,Individual,360.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,Xuv500 W7,7,Mid-Age,Low to Mid Range,2179,153.0,1,0,0,0,0
476,Ford,Endeavour 3.0L 4x4 AT,850000,2014,85000,2,Zirakpur,Black,1.0,Individual,380.0,AWD,5060.0,1788.0,1826.0,7.0,71.0,Endeavour 3.0L,11,Mid-Age,Low to Mid Range,2953,154.0,1,0,0,0,0
477,Hyundai,Tucson 2WD AT GLS Diesel,1600000,2016,128000,2,Pune,White,2.0,Corporate,400.0,FWD,4475.0,1850.0,1660.0,5.0,62.0,Tucson 2Wd,9,Mid-Age,Low to Mid Range,1995,182.0,1,0,0,0,0
478,Toyota,Etios V,265000,2011,66000,1,Delhi,Black,1.0,Individual,132.0,FWD,4265.0,1695.0,1510.0,5.0,45.0,Etios V,14,Old,Low to Mid Range,1496,80.0,0,0,0,1,0
479,Volkswagen,Vento Comfortline Petrol,360000,2013,58000,1,Chandigarh,Bronze,1.0,Individual,153.0,FWD,4384.0,1699.0,1466.0,5.0,55.0,Vento Comfortline,12,Old,Low to Mid Range,1598,103.0,0,0,0,1,0
480,Toyota,Fortuner 3.0 4x2 MT,1485000,2015,64120,1,Delhi,White,2.0,Individual,343.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,Fortuner 3.0,10,Mid-Age,Low to Mid Range,2982,169.0,1,0,0,0,0
481,Maruti Suzuki,Ciaz Alpha 1.4 MT,800000,2017,82300,1,Pune,White,1.0,Individual,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,Ciaz Alpha,8,Mid-Age,Low to Mid Range,1373,91.0,0,0,0,1,0
482,Maruti Suzuki,Vitara Brezza VDi,710000,2017,73000,1,Lucknow,White,1.0,Individual,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,Vitara Brezza,8,Mid-Age,Low to Mid Range,1248,89.0,1,0,0,0,0
483,Maruti Suzuki,S-Cross Alpha 1.6,710000,2018,72000,1,Lucknow,Blue,1.0,Individual,320.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,S-Cross Alpha,7,Mid-Age,Low to Mid Range,1598,118.0,1,0,0,0,0
484,Volkswagen,Polo Highline1.0L (P),720000,2018,50197,1,Pune,Grey,1.0,Individual,95.0,FWD,3971.0,1682.0,1469.0,5.0,45.0,Polo Highline1.0L,7,Mid-Age,Low to Mid Range,999,75.0,0,0,0,1,0
485,Honda,Amaze 1.2 S i-VTEC,395000,2014,44527,1,Mumbai,Brown,1.0,Individual,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,Amaze 1.2,11,Mid-Age,Low to Mid Range,1198,87.0,0,0,0,1,0
486,Audi,A4 35 TDI Technology,2799000,2017,72400,2,Bangalore,White,1.0,Individual,400.0,FWD,4726.0,1842.0,1427.0,5.0,54.0,A4 35,8,Mid-Age,Low to Mid Range,1968,188.0,1,0,0,0,0
487,Ford,Ecosport Trend 1.5 Ti-VCT,455000,2014,50000,1,Delhi,White,2.0,Individual,140.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,Ecosport Trend,11,Mid-Age,Low to Mid Range,1499,109.0,0,0,0,1,0
488,Honda,City VX (O) MT,690000,2014,37000,1,Delhi,White,1.0,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City Vx,11,Mid-Age,Low to Mid Range,1497,117.0,0,0,0,1,0
489,Mercedes-Benz,GLS 400d 4MATIC,13000000,2021,20000,2,Delhi,Blue,1.0,Individual,700.0,AWD,5207.0,2157.0,1823.0,7.0,90.0,Gls 400D,4,New,Luxury,2925,326.0,1,0,0,0,0
490,Tata,Harrier XZA Plus Dark Edition,1995000,2020,8000,2,Bhubaneswar,Black,1.0,Individual,350.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,Harrier Xza,5,New,Low to Mid Range,1956,168.0,1,0,0,0,0
491,BMW,5-Series 520d Luxury Line,1750000,2014,69000,2,Jalandhar,White,2.0,Individual,400.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,5-Series 520D,11,Mid-Age,Low to Mid Range,1995,190.0,1,0,0,0,0
492,BMW,X1 sDrive20d xLine,2900000,2019,25000,2,Delhi,White,1.0,Individual,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,X1 Sdrive20D,6,New,Low to Mid Range,1995,184.0,1,0,0,0,0
493,BMW,X1 sDrive20d xLine,4500000,2022,17000,2,Mumbai,White,1.0,Individual,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,X1 Sdrive20D,3,New,Low to Mid Range,1995,184.0,1,0,0,0,0
494,Honda,City 1.5 S MT,450000,2013,61000,1,Delhi,Maroon,1.0,Individual,146.0,FWD,4440.0,1695.0,1485.0,5.0,42.0,City 1.5,12,Old,Low to Mid Range,1497,116.0,0,0,0,1,0
495,BMW,5-Series 520d Luxury Line [2017-2019],2149000,2015,69000,2,Delhi,Silver,1.0,Individual,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,5-Series 520D,10,Mid-Age,Low to Mid Range,1995,188.0,1,0,0,0,0
496,Mercedes-Benz,GL-Class 350 CDI,4200000,2015,77000,2,Chennai,Black,2.0,Individual,619.0,AWD,5120.0,1934.0,1850.0,7.0,100.0,Gl-Class 350,10,Mid-Age,Low to Mid Range,2987,258.0,1,0,0,0,0
497,Tata,Nexon XT Diesel [2017-2019],860000,2018,82200,1,Pune,Grey,1.0,Individual,260.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,Nexon Xt,7,Mid-Age,Low to Mid Range,1497,108.0,1,0,0,0,0
498,Honda,City V,875000,2018,28000,1,Delhi,Silver,1.0,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City V,7,Mid-Age,Low to Mid Range,1497,117.0,0,0,0,1,0
